      Iteration         Energy
              1      3.3497072
              2      3.3630813
              3      3.3553634
              4      3.3611294
              5      3.3142929
              6      3.3209370
              7      3.3092305
              8      3.3454356
              9      3.3020883
             10      3.3331089
