      Iteration         Energy
              1      3.3670668
              2      3.3032495
              3      3.3005398
              4      3.2982450
              5      3.3084626
              6      3.2925371
              7      3.2985388
              8      3.2672730
              9      3.2924004
             10      3.2790911
