      Iteration         Energy
              1      3.3830804
              2      3.3265255
              3      3.3253449
              4      3.3278544
              5      3.3191689
              6      3.3198645
              7      3.3142865
              8      3.3171971
              9      3.3158484
             10      3.3096638
